column,missing_count,missing_pct
frame,0,0.0
landmark_id,0,0.0
landmark_name,0,0.0
time_sec,0,0.0
video_id,0,0.0
x_norm,0,0.0
x_px,0,0.0
y_norm,0,0.0
y_px,0,0.0
z_norm,0,0.0
