,count,mean,std,min,25%,50%,75%,max
frame,150066.0,10718.5,6188.63814846631,0.0,5359.0,10718.5,16078.0,21437.0
time_sec,150066.0,178.92049515445186,103.3049588893336,0.0,89.45607440711923,178.92049515445186,268.38491590178444,357.8409903089037
landmark_id,150066.0,135.28571428571428,117.55489488600712,13.0,14.0,93.0,291.0,323.0
x_norm,150066.0,0.47674546569159615,0.046704601492754,0.3473857045173645,0.454454094171524,0.4774752557277679,0.5009816586971283,0.5949254631996155
y_norm,150066.0,0.2943763577195971,0.060692012498927285,0.1391467750072479,0.23787234351038924,0.30237624049186707,0.3249009475111961,0.4936687350273132
z_norm,150066.0,0.024516538222175123,0.03145518977662347,-0.0222195647656917,-0.0025928566465153752,0.0103395436890423,0.06419322267174718,0.1006130948662757
x_px,150066.0,915.3512941278647,89.67283486608767,666.9805526733398,872.5518608093262,916.7524909973145,961.8847846984863,1142.2568893432615
y_px,150066.0,317.92646633716487,65.54737349884145,150.27851700782776,256.9021309912205,326.56633973121643,350.8930233120918,533.1622338294983
