,count,unique,top,freq,mean,std,min,25%,50%,75%,max
frame,62258.0,,,,4446.5,2567.4972507583625,0.0,2223.0,4446.5,6670.0,8893.0
time_sec,62258.0,,,,177.85999999999999,102.6998900303345,0.0,88.92,177.86,266.8,355.72
landmark_id,62258.0,,,,135.28571428571428,117.55544731096444,13.0,14.0,93.0,291.0,323.0
landmark_name,62258,7,upper_lip,8894,,,,,,,
x_norm,62258.0,,,,0.4878127556409687,0.05304009358440811,0.3098399043083191,0.4560672342777252,0.4842553436756134,0.5237046182155609,0.629124104976654
y_norm,62258.0,,,,0.6392838715570639,0.05706912841922208,0.4588510394096374,0.5951019674539566,0.6436049342155457,0.6744142770767212,0.7918687462806702
z_norm,62258.0,,,,0.01963940232874851,0.033797641930476595,-0.0306700021028518,-0.0067703460808843,0.00543116824701425,0.055503658019006176,0.1139601916074752
x_px,62258.0,,,,624.40032722044,67.89131978804237,396.5950775146485,583.7660598754883,619.8468399047852,670.341911315918,805.2788543701172
y_px,62258.0,,,,460.284387521086,41.0897724618399,330.37274837493896,428.47341656684875,463.39555263519287,485.57827949523926,570.1454973220825
